Model,best_params,train_rmse,test_rmse,train_mae,test_mae,train_r2,test_r2,timestamp
house_price_stacking,"{'elasticnet_alpha': 0.0015018034183848627, 'elasticnet_l1_ratio': 0.26319705983285624, 'ridge_alpha': 0.010917340608281834}",0.001391788153263779,0.026620999847111946,0.0005974058813114891,0.006763954100307779,0.9999979919654138,0.9993754768245668,2025-11-01 19:07:02
house_price_stacking,"{'elasticnet_alpha': 0.0011464195832241917, 'elasticnet_l1_ratio': 0.426540653832865, 'ridge_alpha': 0.010240927128523427}",0.001325479432622705,0.02676777897042163,0.0005669420477677455,0.006660967177690085,0.9999981787443831,0.9993685710227631
